Time,OperationType,BarCode,CashierName,LineItem,Department,Category,CardholderName,RegisterName,StoreNumber,TransactionNumber,CustomerCode,Cost,Price,Quantity,Modifiers,Subtotal,Discounts,NetTotal,Tax,TotalDue
2017-01-26T20:00:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,NA,RT149,AZ23501258,00MNUPU169118,CWM11331L8O,0.11,NaN,1,0.01,26.330000000000002,-0.03,26.360000000000003,2.06,28.42
2017-01-26T20:00:00Z,SALE,*,Katherine Roth,Naan,Sides,Naan,NA,RT149,AZ23501388,00MNUPU169118,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T20:00:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,NA,RT149,AZ23501367,00MNUPU169118,CWM11331L8O,0.11,12.02,1,1.08,13.1,-0.03,13.129999999999999,1.04,14.169999999999998
2017-01-26T19:52:00Z,SALE,*,Katherine Roth,Chicken and Onion Kabob,Kabobs,Chicken,CHAUNTEL MONA,RT149,AZ23501336,00A5HWK44387,CWM11331L8O,0.11,14.68,1,2.36,17.04,-0.03,17.07,1.34,18.41
2017-01-26T19:51:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Salad,general,ANASTATIA SHELADIA,RT149,AZ23501633,00ERRTC154382,CWM11331L8O,0.11,18.43,1,0.01,18.44,-0.03,18.470000000000002,1.45,19.92
2017-01-26T19:49:00Z,SALE,*,Katherine Roth,Chutney,Sides,Chutney,NA,RT149,AZ23501381,00QIA22123515,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:49:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,NA,RT149,AZ23501305,00QIA22123515,CWM11331L8O,0.11,NaN,1,0.01,31.310000000000002,-0.03,31.340000000000003,2.46,33.800000000000004
2017-01-26T19:48:00Z,SALE,*,Katherine Roth,Yogurt,Sides,Yogurt,JOSIAS LUETKEMEYER,RT149,AZ23501596,0083XVJ78140,CWM11331L8O,0.11,4.5,1,2.36,6.859999999999999,-0.03,6.89,0.54,7.43
2017-01-26T19:48:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Salad,general,JOSIAS LUETKEMEYER,RT149,AZ23501633,0083XVJ78140,CWM11331L8O,0.11,18.43,1,0.01,18.44,-0.03,18.470000000000002,1.45,19.92
2017-01-26T19:48:00Z,SALE,*,Katherine Roth,Glass Mug,Beverage,Glass Bottle,JOSIAS LUETKEMEYER,RT149,AZ23501411,0083XVJ78140,CWM11331L8O,0.11,3.73,1,0.01,3.7399999999999998,-0.03,3.7699999999999996,0.3,4.069999999999999
2017-01-26T19:46:00Z,SALE,*,Katherine Roth,Rice,Sides,Rice,LAPATRA MAGORINA,RT149,AZ23501404,00HUTGX37270,CPV10741PLJ,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:46:00Z,SALE,*,Katherine Roth,Yogurt,Sides,Yogurt,LAPATRA MAGORINA,RT149,AZ23501596,00HUTGX37270,CPV10741PLJ,0.11,4.5,2,0.01,9.01,-0.03,9.04,0.7,9.739999999999998
2017-01-26T19:46:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,LAPATRA MAGORINA,RT149,AZ23501305,00HUTGX37270,CPV10741PLJ,0.11,16.55,1,0.01,16.560000000000002,-0.03,16.590000000000003,1.31,17.900000000000002
2017-01-26T19:46:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,LAPATRA MAGORINA,RT149,AZ23501305,00HUTGX37270,CPV10741PLJ,0.11,15.18,1,0.01,15.19,-0.03,15.219999999999999,1.2,16.419999999999998
2017-01-26T19:44:00Z,SALE,*,Katherine Roth,Lamb and Veggie Kabob,Kabobs,Lamb,EDUARDO OLLOQUI,RT149,AZ23501350,00M0ZAY62795,CWM11331L8O,0.11,13.38,1,1.08,14.46,-0.03,14.49,1.13,15.620000000000001
2017-01-26T19:44:00Z,SALE,*,Katherine Roth,Rice,Sides,Rice,EDUARDO OLLOQUI,RT149,AZ23501404,00M0ZAY62795,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:44:00Z,SALE,*,Katherine Roth,Naan,Sides,Naan,EDUARDO OLLOQUI,RT149,AZ23501388,00M0ZAY62795,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:44:00Z,SALE,*,Katherine Roth,Beef and Broccoli,Entrees,Beef and Broccoli,EDUARDO OLLOQUI,RT149,AZ23501319,00M0ZAY62795,CWM11331L8O,0.11,12.02,1,0.01,12.03,-0.03,12.059999999999999,0.95,13.009999999999998
2017-01-26T19:34:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,ALLYNE OSLAND,RT149,AZ23501305,00F8PI190025,CWM11331L8O,0.11,NaN,1,0.01,33.3,-0.03,33.33,2.62,35.949999999999996
2017-01-26T19:33:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,ELAIYA BREHM,RT149,AZ23501367,008UJNE187747,CWM11331L8O,0.11,12.02,1,1.08,13.1,-0.03,13.129999999999999,1.04,14.169999999999998
2017-01-26T19:33:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,ELAIYA BREHM,RT149,AZ23501367,008UJNE187747,CWM11331L8O,0.11,12.02,1,2.36,14.379999999999999,-0.03,14.409999999999998,1.13,15.54
2017-01-26T19:29:00Z,SALE,*,Katherine Roth,Naan,Sides,Naan,NA,RT149,AZ23501388,00XK01A59550,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:29:00Z,SALE,*,Katherine Roth,Beef and Broccoli Stir Fry,general,general,NA,RT149,AZ23501640,00XK01A59550,CWM11331L8O,0.11,15.04,1,0.01,15.049999999999999,-0.03,15.079999999999998,1.18,16.259999999999998
2017-01-26T19:28:00Z,SALE,*,Katherine Roth,Roll,Sides,Roll,SAMENA SWIETONIOWSKI,RT149,AZ23501435,00QISTT105999,CWM11331L8O,0.13,0.75,1,0.01,0.76,-0.03,0.79,0.06,0.8500000000000001
2017-01-26T19:28:00Z,SALE,*,Katherine Roth,Chicken and Onion Kabob,Kabobs,Chicken,SAMENA SWIETONIOWSKI,RT149,AZ23501336,00QISTT105999,CWM11331L8O,0.11,14.68,1,2.36,17.04,-0.03,17.07,1.34,18.41
2017-01-26T19:27:00Z,SALE,*,Katherine Roth,Rice,Sides,Rice,MAOMI PREIST,RT149,AZ23501404,00W6H3H192189,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:27:00Z,SALE,*,Katherine Roth,Aubergine and Chickpea Vindaloo,Entrees,Aubergine and Chickpea Vindaloo,MAOMI PREIST,RT149,AZ23501473,00W6H3H192189,CWM11331L8O,0.11,4.83,1,0.01,4.84,-0.03,4.87,0.38,5.25
2017-01-26T19:27:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,MAOMI PREIST,RT149,AZ23501305,00W6H3H192189,CWM11331L8O,0.11,16.64,1,0.01,16.650000000000002,-0.03,16.680000000000003,1.31,17.990000000000002
2017-01-26T19:27:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,MAOMI PREIST,RT149,AZ23501367,00W6H3H192189,CWM11331L8O,0.11,12.02,1,1.08,13.1,-0.03,13.129999999999999,1.04,14.169999999999998
2017-01-26T19:17:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,WARRAN MARKHAM,RT149,AZ23501258,00T99K472070,CWM11331L8O,0.11,NaN,1,0.01,30.6,6.17,24.43,1.92,26.35
2017-01-26T19:17:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,WARRAN MARKHAM,RT149,AZ23501305,00T99K472070,CWM11331L8O,0.11,NaN,1,0.01,29.520000000000003,5.85,23.67,1.86,25.53
2017-01-26T19:12:00Z,SALE,*,Katherine Roth,Lamb and Veggie Kabob,Kabobs,Lamb,ALTHENA HONAS,RT149,AZ23501350,00J10KA62215,CWM11331L8O,0.11,13.38,1,1.08,14.46,-0.03,14.49,1.13,15.620000000000001
2017-01-26T19:10:00Z,SALE,*,Katherine Roth,Rice,Sides,Rice,KRISTASIA FENOGLIO,RT149,AZ23501404,00FQW2B174660,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T19:09:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,RYLYNNE SUITS,RT149,AZ23501258,00CGMV4154080,CWM11331L8O,0.11,2.27,1,0.01,2.28,1.46,0.8199999999999998,NaN,NaN
2017-01-26T19:09:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,RYLYNNE SUITS,RT149,AZ23501258,00CGMV4154080,CWM11331L8O,0.11,11.52,1,0.01,11.53,-0.03,11.559999999999999,0.9,12.459999999999999
2017-01-26T19:09:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,RYLYNNE SUITS,RT149,AZ23501305,00CGMV4154080,CWM11331L8O,0.11,13.13,1,0.01,13.14,-0.03,13.17,1.04,14.21
2017-01-26T19:09:00Z,SALE,*,Katherine Roth,Glass Mug,Beverage,Glass Bottle,RYLYNNE SUITS,RT149,AZ23501411,00CGMV4154080,CWM11331L8O,0.11,3.73,1,0.01,3.7399999999999998,-0.03,3.7699999999999996,0.3,4.069999999999999
2017-01-26T19:09:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,RYLYNNE SUITS,RT149,AZ23501367,00CGMV4154080,CWM11331L8O,0.11,12.02,1,1.08,13.1,-0.03,13.129999999999999,1.04,14.169999999999998
2017-01-26T19:06:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,KORINNA CARBACK,RT149,AZ23501305,00K8Y0U172818,CWM11331L8O,0.11,17.43,1,0.01,17.44,-0.03,17.470000000000002,1.37,18.840000000000003
2017-01-26T19:06:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,KORINNA CARBACK,RT149,AZ23501305,00K8Y0U172818,CWM11331L8O,0.11,8.71,1,0.01,8.72,-0.03,8.75,0.69,9.44
2017-01-26T19:06:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Salad,general,KORINNA CARBACK,RT149,AZ23501633,00K8Y0U172818,CWM11331L8O,0.11,18.43,1,0.6,19.03,-0.03,19.060000000000002,1.5,20.560000000000002
2017-01-26T19:06:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,KORINNA CARBACK,RT149,AZ23501305,00K8Y0U172818,CWM11331L8O,0.11,14.72,1,0.01,14.73,-0.03,14.76,1.16,15.92
2017-01-26T19:06:00Z,SALE,*,Katherine Roth,Yogurt,Sides,Yogurt,KORINNA CARBACK,RT149,AZ23501596,00K8Y0U172818,CWM11331L8O,0.11,4.5,1,0.01,4.51,-0.03,4.54,0.35,4.89
2017-01-26T19:03:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,MATEOS KENNEMER,RT149,AZ23501305,00C4WNS114516,CWM11331L8O,0.11,NaN,1,0.01,29.1,-0.03,29.130000000000003,2.29,31.42
2017-01-26T19:03:00Z,SALE,*,Katherine Roth,Glass Mug,Beverage,Glass Bottle,MATEOS KENNEMER,RT149,AZ23501411,00C4WNS114516,CWM11331L8O,0.11,3.73,1,0.01,3.7399999999999998,-0.03,3.7699999999999996,0.3,4.069999999999999
2017-01-26T19:03:00Z,SALE,*,Katherine Roth,Beef Stew,Entrees,Beef Stew,MATEOS KENNEMER,RT149,AZ23501312,00C4WNS114516,CWM11331L8O,0.11,13.41,1,0.01,13.42,-0.03,13.45,1.06,14.51
2017-01-26T18:59:00Z,SALE,*,Katherine Roth,Soya and Basil Salad,Salad,general,CUB BUSHORN,RT149,AZ23501657,00KZMW5163341,CWM11331L8O,0.11,15.04,1,0.01,15.049999999999999,-0.03,15.079999999999998,1.18,16.259999999999998
2017-01-26T18:58:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,VANUS BRAZEAL,RT149,AZ23501305,00YQD16190679,CWM11331L8O,0.11,14.28,1,0.01,14.29,-0.03,14.319999999999999,1.12,15.439999999999998
2017-01-26T18:57:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,JAYTHEN GRAPES,RT149,AZ23501367,00TYBZ942152,CWM11331L8O,0.11,12.02,1,2.36,14.379999999999999,-0.03,14.409999999999998,1.13,15.54
2017-01-26T18:57:00Z,SALE,*,Katherine Roth,Chicken and Onion Kabob,Kabobs,Chicken,DERRIONE DELOSRIOS,RT149,AZ23501336,005ORG7158647,CWM11331L8O,0.11,14.68,1,1.08,15.76,-0.03,15.79,1.23,17.02
2017-01-26T18:55:00Z,SALE,*,Katherine Roth,Chicken and Onion Kabob,Kabobs,Chicken,NA,RT149,AZ23501336,001YH3M111436,CWM11331L8O,0.11,14.68,1,1.08,15.76,-0.03,15.79,1.23,17.02
2017-01-26T18:55:00Z,SALE,*,Katherine Roth,Coconut and Beef Vindaloo,general,general,NA,RT149,AZ23501708,001YH3M111436,CWM11331L8O,0.11,5.94,1,0.01,5.95,-0.03,5.98,0.46,6.44
2017-01-26T18:53:00Z,SALE,*,Katherine Roth,Fountain Drink,Beverage,Fountain,NA,RT149,AZ23501289,001EVKL185961,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T18:53:00Z,SALE,*,Katherine Roth,Lamb Chops,Entrees,Lamb Chops,NA,RT149,AZ23501251,001EVKL185961,CWM11331L8O,0.11,NaN,1,0.01,26.3,-0.03,26.330000000000002,2.06,28.39
2017-01-26T18:53:00Z,SALE,*,Katherine Roth,Beef Stew,Entrees,Beef Stew,NA,RT149,AZ23501312,001EVKL185961,CWM11331L8O,0.11,NaN,1,0.01,26.950000000000003,-0.03,26.980000000000004,2.11,29.090000000000003
2017-01-26T18:53:00Z,SALE,*,Katherine Roth,Yogurt,Sides,Yogurt,NA,RT149,AZ23501596,001EVKL185961,CWM11331L8O,0.11,4.5,1,6.78,11.280000000000001,-0.03,11.31,0.89,12.200000000000001
2017-01-26T18:53:00Z,SALE,*,Katherine Roth,Aubergine and Chickpea Vindaloo,Entrees,Aubergine and Chickpea Vindaloo,NA,RT149,AZ23501473,001EVKL185961,CWM11331L8O,0.11,4.83,1,0.01,4.84,-0.03,4.87,0.38,5.25
2017-01-26T18:51:00Z,SALE,*,Katherine Roth,Beef and Broccoli Stir Fry,general,general,ROHN SCIVALLY,RT149,AZ23501640,00V8EZL67988,CWM11331L8O,0.11,15.04,1,0.01,15.049999999999999,-0.03,15.079999999999998,1.18,16.259999999999998
2017-01-26T18:50:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,ESCARLETT SWEDLUND,RT149,AZ23501367,009VE4773169,CWM11331L8O,0.11,12.02,1,2.36,14.379999999999999,-0.03,14.409999999999998,1.13,15.54
2017-01-26T18:44:00Z,SALE,*,Katherine Roth,Chicken and Onion Kabob,Kabobs,Chicken,NA,RT149,AZ23501336,00MUGEJ94811,CWM11331L8O,0.11,14.68,1,2.96,17.64,-0.03,17.67,1.39,19.060000000000002
2017-01-26T18:44:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,NA,RT149,AZ23501367,00MUGEJ94811,CWM11331L8O,0.11,12.02,1,2.96,14.98,-0.03,15.01,1.17,16.18
2017-01-26T18:36:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,COLESYN DALBEC,RT149,AZ23501305,00Z8HZM108088,CWM11331L8O,0.11,14.68,1,0.01,14.69,-0.03,14.719999999999999,1.16,15.879999999999999
2017-01-26T18:36:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Salad,general,COLESYN DALBEC,RT149,AZ23501633,00Z8HZM108088,CWM11331L8O,0.11,18.43,1,0.01,18.44,-0.03,18.470000000000002,1.45,19.92
2017-01-26T18:33:00Z,SALE,*,Katherine Roth,Roll,Sides,Roll,SANTORIA DACOSTA,RT149,AZ23501435,005QOJA125538,CWM11331L8O,0.13,0.75,12,0.01,9.01,-0.03,9.04,0.72,9.76
2017-01-26T18:32:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Salad,general,KHADAFI FOUND,RT149,AZ23501633,0086UZP105410,CWM11331L8O,0.11,18.43,1,0.01,18.44,-0.03,18.470000000000002,1.45,19.92
2017-01-26T18:32:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,KHADAFI FOUND,RT149,AZ23501305,0086UZP105410,CWM11331L8O,0.11,6.67,1,0.01,6.68,-0.03,6.71,0.52,7.23
2017-01-26T18:32:00Z,SALE,*,Carla Knotts,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,TEARESA UCCI,RT151,AZ23501305,00SZULI120049,CWM11331L8O,0.11,7.62,1,0.01,7.63,6.01,1.62,NaN,NaN
2017-01-26T18:32:00Z,SALE,*,Carla Knotts,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,TEARESA UCCI,RT151,AZ23501258,00SZULI120049,CWM11331L8O,0.11,16.63,1,0.01,16.64,-0.03,16.67,1.31,17.98
2017-01-26T18:32:00Z,SALE,*,Carla Knotts,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,TEARESA UCCI,RT151,AZ23501305,00SZULI120049,CWM11331L8O,0.11,14.68,1,0.01,14.69,-0.03,14.719999999999999,1.16,15.879999999999999
2017-01-26T18:32:00Z,SALE,*,Carla Knotts,Lamb Chops,Entrees,Lamb Chops,TEARESA UCCI,RT151,AZ23501251,00SZULI120049,CWM11331L8O,0.11,6.52,1,0.01,6.529999999999999,-0.03,6.56,0.51,7.069999999999999
2017-01-26T18:32:00Z,SALE,*,Carla Knotts,Yogurt,Sides,Yogurt,TEARESA UCCI,RT151,AZ23501596,00SZULI120049,CWM11331L8O,0.11,4.5,1,2.36,6.859999999999999,-0.03,6.89,0.54,7.43
2017-01-26T18:32:00Z,SALE,*,Carla Knotts,Rice,Sides,Rice,TEARESA UCCI,RT151,AZ23501404,00SZULI120049,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T18:29:00Z,SALE,*,Katherine Roth,Aubergine and Chickpea Vindaloo,Entrees,Aubergine and Chickpea Vindaloo,NA,RT149,AZ23501473,00QBJLY105076,CWM11331L8O,0.11,4.83,1,0.01,4.84,-0.03,4.87,0.38,5.25
2017-01-26T18:29:00Z,SALE,*,Katherine Roth,Chicken and Onion Kabob,Kabobs,Chicken,NA,RT149,AZ23501336,00QBJLY105076,CWM11331L8O,0.11,14.68,1,1.08,15.76,-0.03,15.79,1.23,17.02
2017-01-26T18:28:00Z,SALE,*,Katherine Roth,Fountain Drink,Beverage,Fountain,ILICIA WINKELPLECK,RT149,AZ23501289,003FYX495930,CWM11331L8O,0.11,2.88,1,0.01,2.8899999999999997,-0.03,2.9199999999999995,0.23,3.1499999999999995
2017-01-26T18:28:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,ILICIA WINKELPLECK,RT149,AZ23501305,003FYX495930,CWM11331L8O,0.11,16.92,1,0.01,16.930000000000003,-0.03,16.960000000000004,1.33,18.290000000000006
2017-01-26T18:28:00Z,SALE,*,Katherine Roth,Chutney,Sides,Chutney,ILICIA WINKELPLECK,RT149,AZ23501381,003FYX495930,CWM11331L8O,0.11,2.88,1,2.36,5.24,-0.03,5.2700000000000005,0.41,5.680000000000001
2017-01-26T18:28:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,ILICIA WINKELPLECK,RT149,AZ23501258,003FYX495930,CWM11331L8O,0.11,NaN,1,0.01,38.66,-0.03,38.69,3.04,41.73
2017-01-26T18:28:00Z,SALE,*,Katherine Roth,Yogurt,Sides,Yogurt,ILICIA WINKELPLECK,RT149,AZ23501596,003FYX495930,CWM11331L8O,0.11,4.5,1,2.36,6.859999999999999,-0.03,6.89,0.54,7.43
2017-01-26T18:24:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,ZIONNE LEINS,RT149,AZ23501305,00N2RGG103167,CWM11331L8O,0.11,24.04,1,0.01,24.05,-0.03,24.080000000000002,1.9,25.98
2017-01-26T18:24:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,ZIONNE LEINS,RT149,AZ23501258,00N2RGG103167,CWM11331L8O,0.11,2.59,1,0.01,2.5999999999999996,2.02,0.5799999999999996,NaN,NaN
2017-01-26T18:24:00Z,SALE,*,Katherine Roth,Beef and Apple Burgers,Entrees,Beef and Apple Burgers,ZIONNE LEINS,RT149,AZ23501258,00N2RGG103167,CWM11331L8O,0.11,24.27,1,0.01,24.28,-0.03,24.310000000000002,1.9,26.21
2017-01-26T18:20:00Z,SALE,*,Katherine Roth,Lamb Chops,Entrees,Lamb Chops,JACQUIA SZMIDT,RT149,AZ23501251,00OPMZ080410,CWM11331L8O,0.11,NaN,1,0.01,29.830000000000002,-0.03,29.860000000000003,2.35,32.21
2017-01-26T18:20:00Z,SALE,*,Katherine Roth,Yogurt,Sides,Yogurt,JACQUIA SZMIDT,RT149,AZ23501596,00OPMZ080410,CWM11331L8O,0.11,4.5,1,6.78,11.280000000000001,-0.03,11.31,0.89,12.200000000000001
2017-01-26T18:20:00Z,SALE,*,Katherine Roth,Beef Stew,Entrees,Beef Stew,JACQUIA SZMIDT,RT149,AZ23501312,00OPMZ080410,CWM11331L8O,0.11,15.19,1,0.01,15.2,-0.03,15.229999999999999,1.2,16.43
2017-01-26T18:20:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Entrees,Salmon and Wheat Bran Salad,JACQUIA SZMIDT,RT149,AZ23501305,00OPMZ080410,CWM11331L8O,0.11,NaN,1,0.01,29.520000000000003,-0.03,29.550000000000004,2.32,31.870000000000005
2017-01-26T18:17:00Z,SALE,*,Katherine Roth,Salmon and Wheat Bran Salad,Salad,general,CLEARNCE HRCKA,RT149,AZ23501633,006VKAS40933,CWM11331L8O,0.11,18.43,2,0.01,36.87,-0.03,36.9,2.89,39.79
2017-01-26T18:17:00Z,SALE,*,Katherine Roth,Pork and Pepper Kabob,Kabobs,Pork,CLEARNCE HRCKA,RT149,AZ23501343,006VKAS40933,CWM11331L8O,0.11,12.66,1,1.08,13.74,-0.03,13.77,1.07,14.84
2017-01-26T18:14:00Z,SALE,*,Katherine Roth,Lamb and Veggie Kabob,Kabobs,Lamb,NA,RT149,AZ23501350,00YIG9D91906,CWM11331L8O,0.11,13.38,1,2.36,15.74,13.22,2.5199999999999996,NaN,NaN
2017-01-26T18:04:00Z,SALE,*,Katherine Roth,Coconut Sauce Quart,general,general,GAWAIN TOKICH,RT149,AZ23502077,00S0AB4166093,CWM11331L8O,7.64,11.73,1,0.01,11.74,-0.03,11.77,0.93,12.7
2017-01-26T18:00:00Z,SALE,*,Katherine Roth,Beef and Squash Kabob,Kabobs,Beef,GLENISHA SEMMES,RT149,AZ23501367,00APPU5154234,CWM11331L8O,0.11,12.02,1,2.36,14.379999999999999,-0.03,14.409999999999998,1.13,15.54
2017-01-26T17:59:00Z,SALE,*,Diana Miller,Curry,Sides,Curry,NA,RT151,AZ23501374,00GJING167798,CWM11331L8O,0.11,0.75,1,0.01,0.76,0.77,-0.010000000000000009,NaN,NaN
2017-01-26T17:59:00Z,SALE,*,Diana Miller,Chips,Sides,Chips,NA,RT151,AZ23501282,00GJING167798,CWM11331L8O,0.11,2.32,1,0.01,2.3299999999999996,1.94,0.3899999999999997,NaN,NaN
